trace_id,family_id_group,treatment_group,AUC,n_timepoints,metric
1,9,NA,1.3569014181953174,7,metabolism_per_area_mm2_measurement
10,9,NA,0.9825087207300319,7,metabolism_per_area_mm2_measurement
11,9b,NA,0.2740628920059467,7,metabolism_per_area_mm2_measurement
12,9,NA,1.2187870010633775,7,metabolism_per_area_mm2_measurement
13,5,NA,0.3966075628302101,7,metabolism_per_area_mm2_measurement
14,7,NA,0.4447968641489986,7,metabolism_per_area_mm2_measurement
15,9b,NA,0.7276121670816158,7,metabolism_per_area_mm2_measurement
16,10,NA,0.6069647534309756,7,metabolism_per_area_mm2_measurement
17,6,NA,2.432714740399556,7,metabolism_per_area_mm2_measurement
18,1,NA,3.120165489469514,7,metabolism_per_area_mm2_measurement
19,3,NA,1.2011443629390788,7,metabolism_per_area_mm2_measurement
2,5,NA,0.6362372510237341,7,metabolism_per_area_mm2_measurement
20,8,NA,1.6709767475060986,7,metabolism_per_area_mm2_measurement
21,9,NA,0.853643083739388,7,metabolism_per_area_mm2_measurement
22,3,NA,2.8505501760190963,7,metabolism_per_area_mm2_measurement
23,3,NA,3.1133478930043896,7,metabolism_per_area_mm2_measurement
24,9,NA,0.5722054049991565,7,metabolism_per_area_mm2_measurement
25,5,NA,0.5088669545667961,7,metabolism_per_area_mm2_measurement
26,7,NA,2.1835684803001936,7,metabolism_per_area_mm2_measurement
27,9b,NA,1.2645977031069877,7,metabolism_per_area_mm2_measurement
28,10,NA,1.4176956057695063,7,metabolism_per_area_mm2_measurement
29,6,NA,1.5983412865312454,7,metabolism_per_area_mm2_measurement
3,7,NA,0.3549242973487192,7,metabolism_per_area_mm2_measurement
30,1,NA,2.092514811542004,7,metabolism_per_area_mm2_measurement
31,3,NA,0.5800015281030519,7,metabolism_per_area_mm2_measurement
32,8,NA,1.7550581733459225,7,metabolism_per_area_mm2_measurement
33,5,NA,2.240918798461552,7,metabolism_per_area_mm2_measurement
34,5,NA,0.8603864372468191,7,metabolism_per_area_mm2_measurement
35,8,NA,5.371824045190776,7,metabolism_per_area_mm2_measurement
